"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1961",0.0323962420359678,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1962",5.46671464555597,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1963",6.14482824505605,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1964",6.19989585409295,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1965",5.01558763885105,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1966",2.93030052368995,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1967",7.19237920297481,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1968",5.33679541500579,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1969",6.21509557488758,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1970",6.95600808767565,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.88496809641591,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1972",2.27843898666929,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1973",4.36024234754156,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1974",1.61370338726119,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1975",2.47772488709873,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1976",3.83761730831764,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1977",1.48221109992411,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.01906033140288,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1979",4.58618955335697,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1980",2.71639979082625,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1981",4.18153602367747,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1982",-0.364696269758888,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1983",-0.184829182824764,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1984",6.57674581744806,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1985",5.05564425627051,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1986",1.82048836106656,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1987",5.29729460042656,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.4422069546448,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.31098470003056,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.39524488365919,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1991",-1.33505860317483,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1992",2.99691818704377,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1993",4.099186189253,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1994",4.73992046070164,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1995",3.13663036710697,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.96948857072553,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.17122949734654,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.93885633476867,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.09242565042974,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.39755600168503,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.74826337097805,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2002",4.02075829493967,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.13717140204982,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.9512009173411,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.0141981130672,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.66837169034902,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2007",4.37293671345435,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.43150546473869,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2009",1.94270941258887,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.51426587605036,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.71685215026683,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2012",3.90868739509297,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.17022699567052,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.52230889163533,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.28841429735299,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.70652455715545,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.40871519290253,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.81929104292103,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.96003780716412,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2020",-2.20610258704009,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.92194323394881,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2022",4.02937382266385,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2023",1.91128056567427,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.64857354331907,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1971",5.11312929812596,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1972",6.20786095989678,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1973",4.88730054233675,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1974",3.94375037360262,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1975",-0.362303213284666,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1976",4.57700243856702,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1977",5.07998080296874,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1978",-0.210653479147515,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1979",5.35669983786288,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.73148542003498,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.144294507155387,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1982",2.01125437466049,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.97308801041671,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1984",0.051275236201811,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.4986785044705,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.30139277197372,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.35716801209087,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1988",3.29588022411273,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1989",3.88707477850503,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1990",4.34564153855757,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1991",3.44162741410213,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1992",2.09352473143999,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1993",0.526809459820021,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1994",2.40211876654064,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.66798366438833,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.27173586865942,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1997",2.1954082528638,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.52391499416311,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.47085688417215,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.51914179982254,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.2646183325025,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.71124573836665,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.963891533102151,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.54352344409127,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.36536064444945,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.542776275526,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.67294592803689,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2008",1.57962694226933,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2009",-3.80917960636251,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.78648551861852,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.02859164527126,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.735101649473413,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2013",-0.0173016263123966,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2014",0.800402397608946,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2015",0.977531357161605,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.98428115499434,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.32927156769598,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.41305019734546,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.49189343934152,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2020",-6.57168534184352,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.72613734117597,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2022",4.51110758061976,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2023",0.102829198112734,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.1592410302056,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1961",4.97401187663622,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1962",5.18151481936112,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1963",4.40404769422769,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1964",6.94762636982809,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1965",3.58614517362041,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1966",3.10699378601237,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1967",3.86878898854791,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1968",4.17223020051129,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1969",6.62316417856936,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1970",6.19199418933092,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.75302137019925,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1972",5.25564666032266,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1973",6.12232756983199,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1974",4.19963425017954,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1975",-1.32700026476008,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.65275096654565,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1977",0.62613547752955,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.84191266438313,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1979",2.34105800146799,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1980",4.47950122103937,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.279283619223151,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1982",0.594986944531234,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1983",0.311842729140519,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1984",2.46638265896655,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1985",1.65179284282231,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1986",1.82276212750618,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1987",2.30665942919147,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.72320890020784,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1989",3.46916681332655,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.13740245549282,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1991",1.8330742974798,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.5306548101035,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.961873090754539,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.22697146873094,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.38475722188068,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.31705357298817,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.79394169267107,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1998",1.96267332850527,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.54254771508442,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.724051995129,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.09272708519145,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.70629823908581,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.03799694324948,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.57026048358837,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.32669610281222,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.5531938344199,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.67237710379815,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.444989270497465,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2009",-2.01796325299495,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.86426788291183,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.69472,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.739090485720399,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.459292170292942,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.57878110238574,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.04130608326845,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.26661259125219,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.61950803355608,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.79308511382559,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.24053442931667,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2020",-5.36139624408727,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2021",6.13416170245004,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2022",2.92981647255002,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2023",0.483916107185795,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.14039675907335,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1962",7.4253691206278,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1963",5.3495359568791,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1964",6.64288203622611,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1965",6.31670312322511,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1966",6.70481636258137,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1967",3.09136002793382,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1968",4.99550970456695,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1969",5.04550379609442,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1970",2.95996997714415,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.97033847751788,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1972",5.50963687586853,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1973",6.83581949905097,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1974",3.28031931914511,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1975",1.46112655426563,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.87873727099215,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1977",3.43811424714362,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1978",3.68353907774067,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1979",3.7111335263899,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1980",2.15553607875367,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1981",3.47406489520687,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1982",-3.18726208359968,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.60133944725204,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1984",5.90845704237475,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1985",4.73739989680139,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.14497205125581,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1987",4.07295912943793,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.41011097658266,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1989",2.31697930309981,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1990",0.164672536211564,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1991",-2.08608547658098,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1992",0.900259571570145,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.66085657797454,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1994",4.49446621386473,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.6939762700106,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.61917246923065,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.2800400775141,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.89615183927225,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1999",5.16291359758597,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2000",5.17763568884522,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.78997283607414,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.01805054641656,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.80151809769703,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.08698081808454,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.20420042908284,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.63430381242517,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.07182504628009,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2008",1.00428918651197,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2009",-2.92595561139426,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2010",3.08991945423415,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.14610049466808,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.76096156036359,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.32912252127708,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.8700360407459,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2015",0.659176888685086,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.0013944267607,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.03988019360382,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.77704057368664,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.87959200599067,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2020",-5.23302426163462,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.54088727874361,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2022",3.24936858868036,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2023",1.03316315729678,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.3344908045969,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","1996",4.16112572782362,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","1997",-0.537386733909042,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","1998",-0.3484563572971,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","1999",1.24900367138177,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.29547245230646,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.0319721911562,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.50022858484745,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.57665657340708,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.68201228061001,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2005",6.67038757085587,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2006",6.925919709266,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.55797973968077,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.52999403972527,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.52765385042397,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.29656167012156,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.75835524706995,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2012",-0.716884923952839,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2013",-0.0415135727484822,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.26065596312101,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2015",5.45981006383622,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.45165974946813,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2017",5.34428562930914,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2018",3.20672288695364,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.96596268018648,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2020",-5.51808226880221,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2021",3.48768221017627,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2022",2.42274803760492,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2023",-0.123214345487845,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2024",2.4052801172829,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1967",5.53037000953752,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1968",5.55307656869711,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1969",6.50924838603096,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1970",1.5968418410614,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.00499556647535,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1972",3.92938528646851,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1973",4.09294614203844,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1974",-1.12239431173966,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1975",-1.45664495441162,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.92460627085122,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1977",1.87029095804985,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.22630855067548,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1979",3.86911153855904,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1980",-0.482986397905795,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.66612408108211,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1982",3.68457289476816,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.59607192385982,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1984",4.1661379672172,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1985",4.00375176740256,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1986",4.90417842344764,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1987",0.254266245819956,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1988",-0.0136011571466338,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1989",0.645187428614197,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.47524426112958,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1991",1.39363400675646,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.95700670162845,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1993",0.0106876555959835,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.33246265700003,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1995",3.0275873106277,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.89804952275557,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.26678765880218,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1998",2.21961856408254,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.94829342842588,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.74219088266221,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2001",0.82279990460291,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.467179183914843,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.388486667843899,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.66783934330108,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.33580810965163,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.91762933199397,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2007",0.912947747167177,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.516204566015646,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.90531721407938,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.86758170669967,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.34187420619581,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.223408892763731,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.93513836785739,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.61055750067331,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.34838846480068,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.24752680374993,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.81930370221727,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.99063231850117,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.4877535399923,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2020",-1.9844449681828,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.85717033759733,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2022",3.14496214121936,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2023",0.135438504268068,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.12643324845604,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1961",7.60511276055872,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1962",2.98175246826514,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1963",3.28489802906118,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1964",5.23889441405602,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1965",5.30294826992175,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1966",2.37258347978912,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1967",2.1687517121724,
