"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1995",4.14664244517062,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.58694157516385,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.25695949700395,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.23007086532227,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.00583828798128,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.92039153240076,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.56964574847591,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2002",2.22413646465845,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.43185659060586,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.84013602897563,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.85591662125256,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2006",4.89196618245823,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.55864026905757,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.606003380759151,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.23924895491236,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2010",5.66712251605635,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.25856854896417,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2012",-0.283447943993418,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.14695527018997,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.75876746793226,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2015",4.2402881290547,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.84578191878806,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.8090564717472,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.02480776676191,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.01263710451406,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2020",-2.33959025951436,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.83042779931835,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2022",2.93999551270812,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2023",-0.633804535123626,
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.87162518017132,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1966",2.41128298995078,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1967",3.00068656354731,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1968",3.69745922208299,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1969",5.60744129768956,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1970",6.35875402792694,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1971",4.07544256328218,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1972",3.20050869012313,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1973",3.04990757855802,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1974",1.45490782262081,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1975",-7.28317454081124,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1976",-1.40367604216311,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1977",2.43365208982469,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1978",0.409083757277149,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1979",2.49151214416292,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1980",4.60197737233708,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1981",1.63126111209011,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1982",-1.34024341435629,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1983",0.6046718168435,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1984",3.06731813309615,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1985",3.71286990626434,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1986",1.83628264464369,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.54229608685742,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1988",3.28290197647465,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.43101833450832,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.71262776638155,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1991",-0.929074869642889,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1992",-0.144943063139036,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.144380612404858,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1994",1.30118903521398,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1995",0.561616591046656,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1996",0.469048515029749,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1997",2.22479079454196,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1998",2.93031032317446,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1999",1.65092291601707,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.0844853337663,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.63604605324569,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2002",-0.062694102907591,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2003",-0.0851231329608578,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.55236761500509,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.83035179757815,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2006",4.15540643979893,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.92705297646877,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.69134003494359,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2009",-2.30794567222937,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2010",3.21922067417148,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.89323094325287,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.20126986890198,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.8414467144012,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.31015402423782,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.58424597177939,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.08307971278927,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.42863486568353,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.86296067227254,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.16384957947021,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2020",-2.51415550754685,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.22978104840226,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2022",2.0862868561083,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2023",0.597190785952878,
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.38894521858517,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1971",5.56789575003698,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1972",7.42600645251787,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1973",3.26177791705842,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1974",5.59419336890823,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1975",7.17313725959811,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1976",10.4630374541878,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1977",3.40481488974308,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1978",1.50450961594898,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1979",-0.624494044177186,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1980",-2.4457892082703,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1981",4.85516034753562,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1982",3.56282826750603,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1983",4.9690578197664,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1984",6.71178399497665,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1985",4.24158221641056,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1986",7.01528812230499,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1987",9.4842781579218,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1988",2.12035074813606,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1989",0.251642288879979,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1990",9.25530647345552,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1991",0.926513735124407,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1992",5.98428635606779,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1993",8.04202058969855,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1994",-5.45566315676848,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1995",7.19121856302367,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1996",7.0053194269901,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1997",7.52879999639505,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.09186428397,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1999",-3.26316869729856,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2000",6.93323983301235,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2001",-5.75000647616419,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2002",6.44772191507702,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2003",5.7632062482544,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2004",9.79593640730498,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2005",8.99230502126217,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2006",6.94798777389783,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.04350808786314,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.815024591843553,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.82315405476854,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2010",8.42710443708963,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2011",11.2001105598895,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2012",4.78849265220668,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2013",8.48581702279413,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2014",4.9397151327256,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2015",6.08448700325464,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.32308416743748,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2017",7.50199743733524,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.97988526486655,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2019",0.889585160591669,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.83295391685544,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2021",11.3534964019066,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2022",5.3139889139293,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2023",2.96080317183156,
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","2024",3.44554638468012,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1961",2.65416242243128,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1962",1.04678302576401,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1963",4.81481598994838,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1964",5.69490355624977,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1965",2.10805330492237,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1966",1.54338518153884,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1967",2.75161315271916,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1968",5.43892167839875,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1969",1.90710511387177,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1970",2.69603887940255,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.58658963367915,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1972",4.340473970209,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1973",6.501844918641,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1974",-2.4831929971968,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1975",-1.5091256143336,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1976",3.02847006456447,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1977",2.38764120041878,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1978",4.04560523231889,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1979",3.56134708201829,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1980",-2.23448957732553,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.935560726675676,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1982",1.68892376273198,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1983",3.86542943529338,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1984",1.90210232861369,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1985",3.72817397401288,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.57496609055726,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1987",5.2068967325471,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1988",5.1817995283156,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1989",2.16088482547064,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1990",0.638418935174734,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1991",-1.68609412137051,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1992",0.0303949705309431,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.10520806807654,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.47854159829309,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.11484762613788,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.90771578727123,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.5240671420442,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.15728731029055,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.01407049413098,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.09265347370576,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.15742816816769,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.77076529059437,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.12305333694248,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.34497145870108,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.66833766763208,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.16040527848169,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.56346051686719,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.154344364400537,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.51048557295273,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.43007288908302,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.06761091608042,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.44845674275495,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.8198633672827,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2014",3.19970263821783,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.39310319237101,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.1652062360026,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.44357044011415,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.70502102191385,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.60430866021643,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2020",-11.0308584724091,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2021",7.52491037887678,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2022",4.42611090033797,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2023",-0.412702221449473,
"GBR","REALGDPFORECAST","TOT","AGRWTH","A","2024",0.210065345641271,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1961",2.56369362804681,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1962",6.12709141260163,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1963",4.35504851706379,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1964",5.76126028597682,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1965",6.4977442339834,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1966",6.59600525827266,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1967",2.7425071981654,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1968",4.91560499694905,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1969",3.12484164468895,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1970",0.186047771943711,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.29335686712659,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1972",5.25890734392644,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1973",5.64571791473607,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1974",-0.540551677426551,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1975",-0.205456069763546,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.3881439491026,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1977",4.62416146730056,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1978",5.53529649162145,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1979",3.16614149879983,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1980",-0.256749679569837,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1981",2.53772678439517,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1982",-1.80289094548848,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1983",4.58392069449584,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1984",7.23662563328469,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1985",4.16964967482374,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1986",3.4626461892246,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1987",3.45926130240868,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.17706117240073,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1989",3.67265086717806,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.88595941671,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1991",-0.108264788398146,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1992",3.52243785653351,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.75178627744231,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1994",4.02879316190649,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.68421237699584,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.77256793899302,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.447174945775,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.48139443326169,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.79449973700429,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.07715702656369,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2001",0.954341707981032,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.69594305901714,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.79620601678915,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.85255496291637,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.48321936796443,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.78281165181301,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.01050790652414,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.122188024907911,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2009",-2.59988965005477,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.70885827001304,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.54989545332348,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2012",2.28068605585842,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.84187309315816,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.28778046253182,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.70636723042144,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.66747312700168,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.24192088654736,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.94538371777539,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.29443927455139,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2020",-2.76795573514987,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2021",5.94662332484307,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2022",1.84642328606455,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2023",0.544245747608946,
"USA","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.03212417873473,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.19999999999999,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.71678143405152,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","1998",0.352146816755619,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","1999",0.475148370530038,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.26213635779096,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.53434367940953,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.02015023598273,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.16286103836978,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2004",5.42525026674803,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.61437862037838,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.95934860569173,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.96308894087328,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2008",4.77751308415398,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2009",0.158691749107408,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2010",7.55714275788691,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2011",4.09030921537567,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.61039010773456,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2013",3.21603632617522,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2014",0.524736943722555,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2015",-3.53700193951501,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2016",-3.506718870991,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.62114914145521,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.68626650531075,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.21748093129988,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2020",-4.17726776473571,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.94792975869694,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2022",2.78457344095568,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2023",1.19617757495906,
"BRA","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.41315349809392,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1987",6.59427373903578,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1988",7.31128457827035,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1989",10.5602336118306,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.69757879184883,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1991",7.9699005508866,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1992",12.2780235118885,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1993",6.9862640598101,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.70811909242454,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1995",10.6275772073861,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1996",7.41350623702942,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1997",7.53258367303955,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.18133750488324,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","1999",-0.457149353321103,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2000",5.35786375979871,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.2020187234612,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2002",2.98461661325198,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2003",4.58895729256017,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2004",6.42672832961597,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2005",5.98946644295083,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2006",6.34729627230086,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.2771756846025,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2008",3.38734307603201,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2009",-1.00750311219357,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2010",5.841328458688,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2011",6.12588821525606,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2012",6.4309305851226,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2013",3.18341147712769,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.72852707810921,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.14398539341427,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.64993995535045,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.58275315845877,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2018",4.03004550354806,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2019",0.706018534492423,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2020",-6.21320177687854,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2021",11.8578222027328,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2022",1.91604240580143,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2023",-0.523826224049862,
"CHL","REALGDPFORECAST","TOT","AGRWTH","A","2024",2.55950515751499,
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","1993",13.8837293,
"CHN","REALGDPFORECAST","TOT","AGRWTH","A","1994",13.0368066299999,
